0.73,0.73,0.73,0.78,0.72,0.69,0.72,0.70
0.73,0.72,0.72,0.73,0.75,0.69,0.73,0.74
0.72,0.73,0.68,0.66,0.68,0.81,0.66,0.69
0.72,0.72,0.67,0.7,0.7,0.72,0.74,0.67
0.72,0.7,0.67,0.71,0.79,0.7,0.7,0.68
0.75,0.73,0.67,0.73,0.68,0.79,0.71,0.71
0.69,0.72,0.68,0.72,0.68,0.79,0.71,0.71
0.69,0.71,0.7,0.64,0.69,0.71,0.67,0.7
